partner_id,lender_name,loan_theme_type,country,region,number_of_loans,loaned_amount_for_theme_region_combo
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Man-ilan, Tukuran, ZDS",7,1625
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Mangidkid Plaridel Mis. Occ.,2,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Manguiles, Mahayag, Zamboanga del Sur",2,550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Maningcol, Ozamis City, Misamis Occidental",20,5950
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Manla, Sapangdalaga Mis. Occ",1,150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Manla, Sapangdalaga Mis. Occ.",1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mansabay Alto, Lopez Jaena",2,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mansabay Bajo, Lopez Jaena",1,125
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Mantic Tangub City,1,550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mantic, Tangub City, Misamis  Occidental",1,75
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mantic, Tangub City, Misamis Occidental",1,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Mantik Tangub City,2,450
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Maquilao, Tangub City",2,700
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Maranding, Lala, Lanao del Norte",1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Marapong, Sibutad, ZDN",5,1050
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Marapong, Sibutad, Zamboanga Del Norte",10,3000
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Masabud, Clarin Misamis Occidental",14,2800
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Matugas Alto,Jimenez,Misamis Occidenta",5,875
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Matugas Bajo,Jiminez, Misamis Occidental",1,150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mauswagon, La Libertad, ZDN",2,425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Mayor's Village Clarin Mis. Occ.,3,550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mialem,Jimenez,Misamis Occidental",2,250
136,Gata Daku Multi-purpose Cooperative (GDMPC),Higher Education,Philippines,"Mialen, Clarin, Misamis Occidental",1,125
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mialen, Clarin, Misamis Occidental",45,14400
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Midsalip, Zamboanga Del Sur",1,875
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Migcanaway, Tangub City, Misamis Occidental",4,900
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Migcanaway, Tangub City",3,575
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Migcawanay, Tangub City",1,250
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Migcawanay, Tangub, City",1,175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Migpange  bonifacio,2,2000
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Migpange Bonifacio MIsamis OCc,7,3250
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Migpange Bonifacio,6,3050
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Militar, Tukuran, Zamboanga del Sur",23,7550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Militar, tukuran, ZDS",4,1200
136,Gata Daku Multi-purpose Cooperative (GDMPC),Cluster Enterprise Development,Philippines,Misamis Occidental,1,100
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Misamis Occidental,26,5900
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Misamis Occidnetal,3,525
136,Gata Daku Multi-purpose Cooperative (GDMPC),Cluster Enterprise Development,Philippines,Misamis Occidnetal,1,175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Misom, Baliangao Mis. Occ",3,300
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Misom, Baliangao Mis. Occ.",3,275
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Mitan-ag Bonifacio,2,350
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mitimos, Rizal, Zamboanga Del Norte",12,2150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mitugas, Tudela Misamis Occidental",4,800
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mobod, Oroquieta City",3,875
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Mohon, Aloran Misamis Occidental",1,100
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Molatuhan Bajo, Lopez Jaena",2,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Molave, ZAmboanga del sur",6,2425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Molicay, MIsamis Occidental",2,325
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Molicay, Ozamiz City, Misamis Occidental",4,1425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Monte Alegre, Aurora, ZDS",2,600
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Montela, Aurora, Zambonga Del Sur",1,350
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Montol, Bonifacio, Mis. Occ.",1,525
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Montol, Ozamiz City",7,3400
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"NAVALAN,TUKURAN,ZAMBO.SUR",6,2675
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"NEW LOOK, PLARIDEL, MISAMIS OCCIDENTAL",2,450
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"NORTHERN POB. , BALIANGAO, MISAMIS OCCIDENTAL",1,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"NORTHERN POB. BALIANGAO, MISAMIS OCCIDENTAL",1,125
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Nabilid, Roxas, Zamboanga del Norte",3,1200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Nacional Jiminez Mis. Occ,2,650
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Nacional, Jimenez, Misamis Occdental",4,1725
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Nacional,Jimenez,Misamis Occidental",3,1000
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Naga,Jimenez,Misamis Occidental",13,3875
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Nailon, TUdela, Mis. Occ",3,550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Nailon, Tudela Mis. Occ.",10,2625
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Nangcaan, Rizal, Zamboanga Del Norte",10,2175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Nangkaan Rizal, Zamboanga del Norte",1,175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Napo, Tudela, Misamis Occidental",1,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,New Village Tambulig ZDS,4,1275
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,New Village Tambulig Zambo.Sur,1,550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"North Curvada, Galas, Dipolog City",1,250
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"North Proper Galas, Dipolog City",1,375
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Northern Poblacion, Calamba, Misamis Occidental",9,3425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Obay, Polanco, Zamboanga Del Norte",13,2550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Oroquieta City Misamis Occidental,4,1425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Oroquieta City, Misamis Occidental",1,425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Oyan, Sibutad, ZDN",1,275
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Ozamis  City,  Misamis Occidental",55,18600
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Ozamis  City, Misamis  Occidental",35,10575
136,Gata Daku Multi-purpose Cooperative (GDMPC),Higher Education,Philippines,"Ozamis  City, Misamis  Occidental",1,625
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Ozamis  City, Misamis Occidental",20,4100
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Ozamis City,  Misamis  Occidental",3,600
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Ozamis City, Misamis Occidental",5,1100
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Ozamis, City, Misamis Occidental",6,2250
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Ozamiz City, Misamis Occidental",9,5075
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Ozamiz City,Misamis occidental",4,1925
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-1, Kauswagan, Plaridel, Mis. Occ",1,125
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-1, LAYAWAN, OROQUIETA CITY, MIS. OCC.",1,150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-1, Remedios, Bonifacio, Mis.Occ.",1,425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-2, SANTA ANA, ALORAN, MIS. OCC.",1,150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-3, HASAAN, LOPEZ JAENA, MIS. OCC.",1,75
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-3, VILLAFLOR, OROQUIETA CITY, MIS. OCC.",1,100
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-4, PUNTOD, LOPEZ JAENA, MIS. OCC.",2,275
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-4, VILLAFLOR, OROQUIETA CITY, MIS. OCC.",1,175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-5, Bintana, Tangub City",1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-5, LOWER LOBOC, OROQUIETA CITY, MIS. OCC.",1,550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P-5, VILLAFLOR, OROQUIETA CITY, MIS. OCC.",1,175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P. BOUGINVILLA, SAPANG DALAGA, MISAMIS OCCIDENTAL",1,325
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P1, BITIBOT, SAPANG DALAGA, MISAMIS OCCIDENTAL",2,275
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P1, PUNTA SULONG, BALIANGAO, MISAMIS OCCIDENTAL",1,325
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P1, SOUTHWESTERN POB. CALAMBA, MISAMIS OCCIDENTAL",1,475
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P2, SULIPAT, CALAMBA, MISAMIS OCCIDENTAL",1,350
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P3, Nangcaan, Rizal, Zamboanga Del Norte",1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P3, SEPAC, SPANG DALAGA, MISAMIS OCCIDENTAL",1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"P3, SOLINOG, CALAMBA, MISAMIS OCCIDENTAL",1,300
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"PIGCARANGAN, TUBOD, LANAO DEL NORTE",6,875
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"POB.SOUTH,POLANCO",2,675
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,POBLACION AURORA ZAMBO.SUR,25,11700
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,POBLACION MAHAYAG ZDS,23,7525
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"POBLACION,AURORA,ZAMBO.SUR",3,2250
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"POBLACION,MIDSALIP,ZAMBO.SUR",1,675
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"PUNTA MIRAY, BALIANGAO, MISAMIS OCCIDENTAL",22,4850
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"PUROK ADELFA, SINIAN, BALIANGAO, MISAMIS OCCIDENTA",1,450
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Pagadian City,11,2775
136,Gata Daku Multi-purpose Cooperative (GDMPC),Higher Education,Philippines,Pagadian City,1,925
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Palayan,Aloran,Mis. Occ.",1,550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Palilan,Jimenez,Misamis Occidental",6,2200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Palilan,Jimenez,Misamis Occidental.",2,475
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pan-ay Diot, Clarin Misamis Occidental",27,5825
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pan-ay Diot, Tudela, Misamis Occidental",2,375
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Pan-taon OZamiz City,11,4000
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pana-on,Misamis Occidental",11,3675
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Panalsalan, Plaridel, Misamis Occidental",1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Panaon, Misamis. Occidental",8,1925
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Panay Daku, Clarin, Misamis Occidental",5,1350
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pandahan, SND, Lanao del Norte",14,3075
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pandanan, SND, LDN",12,3375
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Panduma Sr. Tukuran Zamboanga del Sur,12,2825
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Panduma Sr. Tukuran, Zamboanga del Sur",8,1425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Panduma, Tukuran, Zamboanga del Sur",3,500
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Pangabuan Tangub City,22,9150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pangabuan, Tangub City",18,7050
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Panta-on Ozamiz City,14,2175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Paraiso, Galas, Dipolog City, ZDN",2,500
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pasingcalan, Ramon Magsaysay",2,650
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Patag, DAO, Pagadian City",1,275
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pian, Polanco, Zamboanga Del Norte",2,450
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pigcarangan, Tubod, LDN",2,150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pikinit, SND, Lanao Del Norte",32,7750
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pines, Oroquieta City",4,800
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pines, Ororquieta City, Misamis Occidental",1,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),Higher Education,Philippines,"Pingol street, Ozamiz city",1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pingol street, Ozamiz city",5,2025
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pisa-an, Bonifacio, Mis. Occ.",1,400
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"PiÍ±an, Zamboanga del Norte",1,175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Plaridel Misamis Occicental,12,2575
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Plaridel Misamis Occidental,10,3000
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Plaridel Misamsi Occidental,3,1525
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Plaridel, Misamis Occidental",21,5250
136,Gata Daku Multi-purpose Cooperative (GDMPC),Cluster Enterprise Development,Philippines,"Plaridel, Misamis Occidental",2,350
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pob. Alto, OsmeÍ±a, ZDN",2,450
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pob. Bajo, Sergio OsmeÍ±a, ZDN",2,600
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pob. Baroy, LDN",1,325
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pob. Baroy, Lanao del Norte",1,125
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pob. Sibutad, Zamboanga Del Norte",10,1800
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion ,Sinacaban,Misamis Occidental",7,2625
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion 1, Clarin, Misamis Occidental",1,425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion 1, Oroquieta City",1,800
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion 2, Clarin Misamis Occidental",7,2650
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion 2, Clarin, Misamis Occidental",2,550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion 3, Clarin Misamis Occidental",10,2350
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion 3, Clarin, Misamis Occidental",4,1425
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion 4, Clarin Mis. Occ",1,450
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion 4, Clarin, Misamis  Occidental",6,2675
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion 4, Clarin, Misamis Occidental",2,1875
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion Alto, Sergio OsmeÍ±a, ZDN",1,300
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Poblacion Panaon Mis. Occ.,10,3650
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Poblacion Sinacaban Mis. Occ.,5,1600
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Aurora, Zamboanga del Sur",14,6525
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Bonifacio, Misamis Occidental",8,3200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Mahayag, Zamboanga del Sur",6,1675
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Oroquieta City, Misamis Occidental",1,150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Panaon Mis. Occ",2,325
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Ramon Magsaysay, Zamboanga del Sur",2,475
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Sapang Dalaga, Misamis Occidental",11,2825
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Sapang Dalaga",4,1950
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Sibutad, Zamboanga del Norte",15,3600
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Sinacaban, Misamis Occidental",1,450
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, Sinacaban,Misamis Occidental",1,125
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Poblacion, South Polanco, Zamboanga Del Norte",1,125
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Polanco, Zamboanga del Norte",3,700
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Polo Bato, Plaridel, Mis. Occ",4,825
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Polo Bato, Plaridel, Misamis Occidental",4,575
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Proper Langcangan, Oroquieta City",1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pugwan, Mahayag, Zamboanga del Sur",13,2750
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Pulot, Ozamis city",2,525
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Punta MIray, Balingao, Miss. Occ",10,2600
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Punta Sulong, Baliangao, Mis. Occ",19,2575
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Punta Sulong, Baliangao,Mis. Occ",16,2050
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Punta,Pana-on,Misamis Occidental",2,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Punta,Panaon Misamis Occidental",2,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Puntod, Lopez Jaena, Misamis Occidental",14,2375
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Boli, Minaog, Dipolog City, ZDN",1,300
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Caimito Barcelona, Dapitan City, ZDN",1,150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Central Olingan, Dipolog City, ZDN",1,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Chrismus Sicayab, Dipolog City, ZDN",1,150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Farmer Olingan, Dipolog City, ZDN",1,475
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Green Leaves, Sta. Filomena, Dipolog City, Z",1,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Mangga Dilawa, PiÍ±an, ZDN",1,150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Mauswagon Turno, Dipolog City, ZDN",1,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Nipa, Minaog, Dipolog City, ZDN",2,725
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Paho, Larayan, Dapitan City, ZDN",1,200
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Purok Tipo, Sicayab, Dipolog City, ZDN",1,400
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Quirino, Plaridel, Misamis Occidental",5,475
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"RAW-AN POINT, BAROY, LANAO DEL NORTE",6,975
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"RAW-AN, LALA, LANAO DEL NORTE",1,175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"RS Tan Village, Maningcol, Ozamiz City",3,1725
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Remedios, Bonifacio, Mis.Occ.",1,675
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Revirside, Migpangi, Bonifacio, Mis. Occ.",2,250
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Riza Jimenez Mis. Occ.,1,550
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Rizal Jimenez Mis. Occ,1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Rizal Jimenez Mis. Occ.,1,125
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Rizal, Jimenez, Misamis Occidental",11,2375
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Rizal, Zamboanga del Norte",6,1325
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Romarate, Aurora, ZAmboanga del sur",12,6175
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"SAGRADA FAMILIA,TAMBULIG,ZAMBO.SUR",1,225
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,SALIMPUNO PANAON MIS. OCC,2,575
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"SAN JOSE,AURORA,ZAMBO.SUR",1,450
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,SAN JUAN PANA-ON MIS. OCC,13,2750
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"SAPA ANDING,RM,ZAMBO.SUR",13,7900
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"SAPANG AMA, SAPANG DALAGA, MISAMIS OCCIDENTAL",15,2825
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,SAnta Cruz Tangub City,1,325
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"SEPAC, SAPANG DALAGA, MISAMIS OCCIDENTAL",7,2275
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"SIMBUCO, TUBOD, LANAO DEL NORTE",1,125
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"STA CRUZ,KAPATAGAN,LANAO DEL NORTE",5,4250
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"SUMIRAP, TANGUB CITY",2,1400
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Sagadan, Tubod, LDN",2,1150
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Sagrada Familia, Tambulig, Zamboanga del sur",17,9075
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Salimpono. Panaon Misamis Occidental,3,675
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"Salimpuno,Pana-on,Misamis Occidental",3,575
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,Salvador Calamba Misamis Occidental,5,1475
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"San Agustine, Sapang Dalaga, Misamis Occidental",2,350
136,Gata Daku Multi-purpose Cooperative (GDMPC),General,Philippines,"San Antonio, Katipunan, ZDN",1,300
